<<<<<<< HEAD
,Article identifier (PMID),DrugProt relation,Interactor argument 1,Interactor argument 2
8286,15887238,0,T3,T27
8287,15887238,7,T4,T31
8288,15887238,8,T5,T32
8289,15887238,0,T5,T33
8290,15887238,0,T5,T34
8291,15713990,10,T3,T8
8292,15713990,10,T3,T13
8293,15713990,8,T4,T12
8294,15713990,8,T5,T12
8295,17534402,9,T8,T16
8296,17223000,7,T15,T38
8297,17223000,7,T15,T36
8298,17223000,4,T11,T29
8299,17223000,4,T12,T29
8300,17223000,7,T13,T34
8301,17223000,7,T13,T35
8302,17223000,7,T3,T16
8303,17223000,7,T3,T17
8304,17223000,6,T1,T16
8305,17223000,6,T2,T16
8306,17223000,6,T1,T17
8307,17223000,6,T2,T17
8308,15554912,5,T22,T46
8309,15554912,5,T23,T46
8310,15554912,5,T24,T46
8311,15554912,4,T10,T33
8312,15554912,5,T13,T40
8313,15554912,5,T14,T40
8314,15554912,9,T17,T43
8315,15554912,9,T18,T44
8316,15554912,5,T16,T41
8317,15554912,5,T16,T42
8318,15554912,5,T15,T41
8319,15554912,5,T15,T42
8320,15554912,9,T21,T45
8321,15554912,5,T20,T45
8322,15554912,5,T19,T45
8323,15554912,5,T19,T25
8324,15554912,5,T20,T25
8325,15554912,4,T1,T26
8326,15554912,5,T2,T27
8327,15554912,4,T3,T29
8328,15554912,4,T4,T30
8329,15554912,4,T5,T30
8330,15554912,9,T6,T30
8331,15554912,5,T7,T31
8332,10529655,5,T32,T38
8333,10529655,5,T16,T36
8334,10529655,5,T17,T36
8335,10529655,5,T1,T33
8336,21631396,8,T13,T35
8337,21631396,8,T13,T36
8338,21631396,8,T13,T37
8339,21631396,6,T9,T23
8340,21631396,6,T9,T24
8341,21631396,7,T9,T25
8342,21631396,8,T12,T32
8343,21631396,8,T2,T15
8344,21631396,8,T3,T16
8345,21631396,8,T2,T14
8346,21631396,0,T4,T17
8347,21631396,8,T5,T21
8348,21631396,8,T5,T22
8349,11698075,5,T16,T19
8350,11698075,5,T15,T18
8351,15325927,6,T6,T11
8352,15325927,6,T6,T12
8353,15325927,6,T1,T8
8354,8172912,5,T9,T24
8355,8172912,5,T10,T24
8356,19753124,8,T2,T6
8357,23471964,9,T8,T17
8358,23471964,9,T4,T12
8359,23471964,9,T2,T10
8360,23471964,9,T5,T14
8361,23471964,9,T6,T16
8362,10507743,6,T7,T14
8363,23568773,8,T4,T30
8364,23568773,8,T4,T31
8365,23568773,9,T1,T10
8366,23294566,7,T21,T47
8367,23294566,7,T19,T44
8368,23294566,7,T19,T45
8369,23294566,7,T19,T46
8370,23294566,7,T13,T33
8371,23294566,7,T13,T34
8372,23294566,7,T13,T37
8373,23294566,0,T13,T38
8374,3004501,8,T33,T41
8375,3004501,8,T30,T40
8376,3004501,8,T31,T40
8377,3004501,10,T12,T37
8378,3004501,10,T13,T37
8379,3004501,11,T20,T38
8380,3004501,8,T24,T39
8381,3004501,5,T25,T39
8382,3004501,10,T2,T34
8383,3004501,8,T26,T35
8384,3004501,8,T27,T34
8385,3004501,8,T28,T34
8386,3004501,8,T26,T34
8387,3004501,8,T29,T34
8388,3004501,11,T10,T36
8389,3004501,11,T14,T37
8390,23531217,0,T3,T5
8391,23531217,8,T1,T5
8392,23531217,8,T2,T5
8393,22884520,0,T3,T18
8394,22884520,10,T8,T19
8395,22884520,0,T10,T21
8396,15192023,8,T14,T37
8397,15192023,7,T14,T39
8398,15192023,7,T10,T26
8399,15192023,7,T10,T27
8400,15192023,7,T10,T28
8401,15192023,7,T10,T29
8402,15192023,7,T10,T30
8403,15192023,8,T11,T31
8404,15192023,8,T11,T34
8405,15192023,7,T12,T36
8406,15192023,7,T12,T15
8407,15192023,0,T2,T16
8408,15192023,8,T2,T17
8409,11179439,8,T14,T28
8410,11179439,8,T15,T28
8411,11179439,8,T8,T20
8412,11179439,8,T5,T20
8413,11179439,8,T6,T20
8414,11179439,8,T9,T20
8415,11179439,8,T10,T20
8416,11179439,8,T12,T23
8417,11179439,8,T12,T24
8418,11179439,8,T12,T25
8419,11179439,6,T12,T26
8420,11179439,0,T1,T16
8421,10193663,5,T18,T35
8422,10193663,5,T19,T33
8423,10193663,5,T19,T34
8424,10193663,5,T5,T21
8425,10193663,5,T8,T21
8426,10193663,5,T6,T26
8427,10193663,5,T7,T26
8428,10193663,5,T9,T26
8429,10193663,5,T10,T26
8430,10193663,5,T11,T26
8431,10193663,5,T6,T27
8432,10193663,5,T7,T27
8433,10193663,5,T9,T27
8434,10193663,5,T10,T27
8435,10193663,5,T11,T27
8436,10193663,5,T6,T28
8437,10193663,5,T7,T28
8438,10193663,5,T9,T28
8439,10193663,5,T10,T28
8440,10193663,5,T11,T28
8441,10193663,5,T12,T29
8442,10193663,5,T13,T29
8443,10193663,5,T12,T30
8444,10193663,5,T13,T30
8445,10193663,5,T14,T31
8446,10193663,5,T15,T31
8447,10193663,5,T16,T32
8448,10193663,5,T14,T32
8449,10193663,5,T15,T32
8450,17605814,8,T1,T24
8451,17605814,8,T6,T24
8452,17660958,8,T3,T10
8453,17660958,8,T3,T11
8454,17660958,8,T3,T12
8455,17660958,8,T3,T13
8456,23479079,0,T17,T26
8457,23479079,0,T17,T27
8458,23479079,0,T4,T22
8459,23479079,0,T4,T23
8460,23479079,0,T4,T24
8461,23583931,0,T15,T37
8462,23583931,9,T4,T26
8463,23583931,9,T5,T26
8464,23583931,11,T21,T38
8465,23583931,11,T16,T33
8466,23583931,11,T17,T33
8467,23583931,11,T16,T34
8468,23583931,11,T17,T34
8469,23583931,0,T3,T24
8470,23583931,11,T6,T27
8471,23583931,11,T7,T27
8472,23583931,11,T8,T27
8473,23583259,1,T35,T58
8474,23583259,1,T36,T58
8475,23583259,8,T1,T54
8476,23583259,8,T9,T54
8477,23583259,8,T19,T55
8478,23583259,8,T20,T55
8479,23583259,8,T21,T55
8480,23583259,0,T23,T56
8481,23583259,0,T24,T56
8482,23583259,0,T25,T56
8483,23583259,5,T28,T57
8484,23583259,5,T29,T57
8485,23583259,5,T30,T57
8486,23583259,0,T3,T43
8487,23583259,0,T4,T43
8488,23583259,0,T5,T43
8489,23583259,7,T3,T44
8490,23583259,7,T4,T44
8491,23583259,7,T5,T44
8492,23583259,1,T10,T47
8493,23583259,1,T11,T47
8494,23583259,1,T12,T47
8495,23583259,7,T10,T48
8496,23583259,7,T11,T48
8497,23583259,7,T12,T48
8498,23583259,5,T28,T37
8499,23583259,5,T29,T37
8500,23583259,5,T30,T37
8501,23583259,5,T28,T42
8502,23583259,5,T29,T42
8503,23583259,5,T30,T42
8504,7665369,0,T26,T37
8505,7665369,5,T26,T37
8506,7665369,5,T1,T34
8507,7665369,8,T21,T28
8508,7665369,8,T21,T30
8509,7665369,10,T5,T28
8510,7665369,10,T5,T30
8511,7665369,5,T8,T32
8512,7665369,5,T7,T32
8513,7665369,5,T9,T32
8514,7665369,8,T10,T33
8515,7665369,10,T11,T33
8516,7665369,4,T22,T35
8517,7665369,5,T23,T36
8518,7665369,5,T25,T36
8519,7665369,8,T13,T33
8520,7665369,8,T14,T33
8521,7665369,8,T15,T33
8522,7665369,8,T16,T33
8523,7665369,8,T17,T33
8524,7665369,0,T3,T29
8525,7665369,0,T2,T29
8526,23147415,8,T7,T19
8527,23147415,11,T6,T18
8528,23147415,8,T8,T20
8529,23147415,8,T8,T21
8530,23147415,8,T1,T9
8531,23147415,8,T2,T9
8532,23296101,4,T13,T32
8533,23296101,0,T15,T33
8534,23296101,0,T16,T34
8535,23296101,0,T17,T35
8536,23296101,0,T17,T36
8537,23296101,0,T18,T35
8538,23296101,0,T18,T36
8539,23296101,1,T19,T39
8540,23296101,1,T20,T39
8541,23296101,0,T12,T31
8542,23296101,4,T2,T26
8543,23296101,0,T3,T27
8544,23296101,0,T4,T27
8545,23296101,0,T5,T28
8546,23296101,0,T5,T29
8547,23296101,0,T6,T30
8548,22841397,7,T8,T27
8549,22841397,7,T16,T32
8550,22841397,7,T16,T33
8551,22841397,7,T16,T34
8552,22841397,7,T16,T35
8553,22841397,7,T16,T19
8554,22841397,7,T3,T24
8555,22841397,7,T4,T24
8556,22841397,6,T7,T26
8557,9056052,1,T13,T18
8558,9056052,1,T14,T18
8559,9056052,1,T2,T15
8560,11304699,7,T1,T17
8561,11304699,7,T1,T18
8562,22859660,5,T26,T41
8563,22859660,7,T20,T35
8564,22859660,7,T20,T36
8565,23591777,0,T3,T20
8566,23591777,0,T3,T21
8567,23591777,0,T3,T22
8568,23591777,8,T4,T23
8569,23591777,8,T4,T24
8570,23591777,8,T4,T25
8571,23591777,8,T4,T26
8572,23591777,6,T10,T27
8573,23591777,6,T10,T28
8574,23591777,7,T10,T29
8575,23591777,7,T10,T30
8576,23591777,7,T10,T31
8577,23591777,7,T10,T32
8578,23591777,7,T10,T33
8579,23591777,7,T11,T34
8580,23591777,7,T11,T35
8581,23591777,8,T13,T36
8582,23591777,8,T13,T37
8583,23591777,6,T13,T38
8584,23591777,6,T13,T39
8585,23591777,6,T13,T40
8586,23591777,6,T13,T41
8587,23591777,0,T15,T36
8588,23591777,0,T15,T37
8589,23591777,7,T15,T38
8590,23591777,7,T15,T39
8591,23591777,7,T15,T40
8592,23591777,7,T15,T41
8593,23591777,0,T17,T42
8594,23591777,0,T17,T43
8595,23591777,7,T17,T44
8596,23386390,8,T9,T25
8597,23386390,7,T8,T21
8598,23386390,7,T8,T22
8599,15671155,11,T10,T36
8600,15671155,11,T10,T26
8601,15671155,11,T10,T29
8602,15671155,11,T10,T30
8603,15671155,10,T16,T36
8604,15671155,10,T16,T26
8605,15671155,10,T16,T29
8606,15671155,10,T16,T30
8607,15671155,10,T18,T32
8608,15671155,10,T18,T33
8609,15671155,8,T21,T35
8610,15671155,8,T22,T35
8611,15671155,0,T6,T27
8612,15671155,0,T6,T28
8613,23192982,0,T6,T15
8614,23535287,7,T10,T31
8615,23535287,0,T11,T32
8616,23535287,5,T11,T33
8617,23535287,5,T11,T34
8618,23535287,0,T12,T36
8619,23535287,7,T12,T37
8620,23535287,7,T12,T38
8621,23535287,7,T12,T39
8622,23535287,7,T12,T40
8623,23535287,7,T12,T41
8624,23535287,0,T12,T20
8625,23535287,0,T12,T21
8626,23535287,0,T12,T22
8627,23535287,0,T12,T23
8628,18559268,5,T7,T13
8629,18559268,5,T6,T13
8630,18559268,5,T3,T8
8631,18559268,5,T4,T9
8632,18559268,5,T5,T10
8633,18559268,5,T5,T11
8634,16840830,9,T1,T14
8635,16840830,9,T2,T14
8636,23415833,8,T1,T22
8637,23415833,8,T9,T22
8638,23415833,8,T11,T22
8639,23415833,8,T1,T25
8640,23415833,8,T1,T29
8641,23415833,8,T1,T32
8642,23415833,11,T18,T35
8643,23415833,10,T19,T35
8644,23415833,10,T2,T23
8645,23415833,11,T3,T27
8646,23415833,11,T3,T28
8647,9673855,8,T1,T40
8648,9673855,8,T2,T40
8649,9673855,8,T1,T41
8650,9673855,8,T2,T41
8651,9673855,8,T25,T39
8652,9673855,8,T12,T36
8653,9673855,8,T13,T37
8654,9353417,4,T22,T34
8655,9353417,7,T23,T37
8656,9353417,7,T2,T28
8657,9353417,7,T3,T28
8658,9353417,7,T4,T28
8659,9353417,7,T5,T28
8660,9353417,7,T6,T28
8661,9353417,7,T7,T28
8662,9353417,4,T12,T32
8663,18056711,9,T19,T34
8664,18056711,9,T20,T34
8665,18056711,9,T21,T34
8666,18056711,9,T19,T35
8667,18056711,9,T19,T36
8668,18056711,9,T20,T35
8669,18056711,9,T21,T36
8670,18056711,9,T24,T38
8671,18056711,9,T23,T38
8672,18056711,9,T25,T38
8673,18056711,9,T26,T39
8674,18056711,9,T27,T39
8675,18056711,9,T1,T30
8676,18056711,9,T16,T32
8677,23432582,8,T10,T18
8678,23432582,6,T2,T19
8679,23432582,6,T2,T20
8680,23291341,8,T10,T28
8681,23291341,8,T11,T28
8682,23291341,8,T12,T28
8683,11578145,11,T1,T53
8684,11578145,11,T1,T54
8685,11578145,11,T2,T53
8686,11578145,11,T2,T54
8687,11578145,8,T3,T48
8688,11578145,8,T3,T49
8689,11578145,11,T7,T48
8690,11578145,11,T7,T49
8691,11578145,11,T9,T50
8692,11578145,11,T9,T51
8693,11578145,10,T10,T50
8694,11578145,10,T10,T51
8695,11578145,11,T24,T52
8696,11578145,10,T25,T52
8697,11578145,11,T28,T52
8698,23198810,11,T1,T6
8699,23198810,11,T1,T7
8700,23340252,0,T11,T31
8701,23340252,7,T4,T24
8702,23340252,7,T5,T24
8703,23340252,7,T4,T25
8704,23340252,7,T5,T25
8705,23340252,9,T8,T27
8706,23340252,7,T10,T30
8707,23340252,7,T10,T12
8708,23340252,7,T1,T16
8709,23340252,6,T1,T18
8710,23340252,5,T3,T23
8711,16305240,5,T10,T18
8712,16305240,9,T13,T19
8713,23161217,8,T2,T22
8714,23161217,8,T2,T23
8715,23161217,6,T4,T29
8716,23161217,8,T5,T30
8717,23161217,6,T5,T31
8718,15755483,8,T14,T17
8719,15755483,8,T8,T16
8720,17442055,10,T18,T36
8721,17442055,4,T5,T23
8722,17442055,4,T9,T23
8723,17442055,10,T7,T24
8724,17442055,11,T10,T27
8725,17442055,11,T11,T27
8726,17442055,11,T10,T28
8727,17442055,11,T11,T28
8728,17442055,11,T10,T29
8729,17442055,11,T11,T29
8730,17436082,1,T7,T12
8731,17436082,1,T1,T10
8732,15542782,8,T1,T11
8733,15542782,8,T1,T15
8734,15542782,8,T1,T7
8735,15542782,9,T3,T10
8736,15542782,9,T2,T10
8737,15542782,6,T5,T13
8738,15542782,6,T5,T14
8739,8986981,4,T3,T14
8740,8986981,4,T4,T15
8741,8986981,4,T5,T15
8742,8986981,1,T7,T16
8743,8986981,0,T1,T11
8744,8986981,0,T2,T13
8745,8986981,8,T8,T16
8746,22922115,8,T1,T6
8747,22922115,5,T4,T7
8748,23567950,0,T3,T6
8749,23007555,5,T6,T23
8750,23007555,5,T6,T24
8751,23007555,9,T8,T23
8752,23007555,9,T8,T24
8753,23073075,0,T1,T27
8754,23073075,0,T1,T28
8755,23073075,0,T6,T27
8756,23073075,0,T6,T28
8757,23073075,4,T2,T22
8758,23073075,4,T2,T21
8759,10439935,8,T5,T26
8760,10439935,8,T5,T28
8761,22512587,1,T3,T9
8762,22512587,5,T1,T5
8763,22512587,5,T2,T6
8764,23047912,0,T15,T17
8765,23047912,0,T15,T18
8766,23047912,7,T15,T19
8767,23047912,0,T15,T20
8768,12930836,11,T11,T29
8769,12930836,11,T11,T30
8770,12930836,11,T13,T29
8771,12930836,11,T13,T30
8772,12930836,11,T14,T29
8773,12930836,11,T14,T30
8774,12930836,11,T15,T29
8775,12930836,11,T15,T30
8776,12930836,11,T16,T29
8777,12930836,11,T16,T30
8778,12930836,8,T18,T32
8779,12930836,9,T20,T38
8780,12930836,9,T20,T39
8781,12930836,11,T3,T23
8782,12930836,11,T2,T23
8783,12930836,11,T5,T24
8784,12930836,11,T6,T24
8785,12930836,11,T7,T24
8786,12930836,8,T8,T25
8787,12930836,11,T1,T40
8788,23381681,0,T23,T38
8789,23381681,0,T23,T39
8790,23381681,0,T3,T32
8791,23381681,0,T12,T36
8792,23539641,4,T1,T8
8793,23539641,4,T2,T8
8794,23212742,11,T25,T41
8795,23212742,7,T17,T33
8796,23212742,7,T18,T33
8797,23212742,7,T19,T33
8798,23212742,7,T20,T33
8799,23212742,8,T24,T38
8800,23212742,0,T11,T27
8801,23212742,0,T12,T27
8802,23212742,11,T14,T28
8803,23212742,11,T14,T30
8804,23212742,11,T14,T31
8805,12184062,8,T13,T27
8806,12184062,8,T2,T15
8807,19068776,4,T17,T21
8808,19068776,4,T6,T19
8809,23110439,11,T1,T2
8810,23110439,11,T1,T4
8811,23109425,9,T1,T5
8812,23056222,6,T13,T55
8813,23056222,6,T13,T53
8814,23056222,7,T10,T35
8815,23056222,7,T11,T36
8816,23056222,6,T11,T38
8817,23056222,6,T11,T39
8818,23056222,6,T11,T40
8819,23056222,6,T11,T41
8820,23056222,6,T11,T42
8821,23056222,8,T12,T46
8822,23056222,8,T12,T48
8823,23056222,6,T5,T21
8824,23056222,6,T5,T22
8825,23056222,6,T5,T23
8826,23056222,7,T5,T24
8827,23056222,6,T5,T25
8828,23056222,6,T6,T27
8829,23056222,6,T6,T28
8830,12942109,5,T1,T12
8831,12942109,5,T1,T13
8832,12942109,5,T1,T14
8833,12942109,5,T6,T12
8834,12942109,5,T6,T13
8835,12942109,5,T6,T14
8836,12942109,5,T10,T12
8837,12942109,5,T10,T13
8838,12942109,5,T10,T14
8839,1676675,4,T9,T19
8840,1676675,4,T10,T19
8841,19259968,4,T17,T31
8842,19259968,4,T18,T32
8843,19259968,4,T1,T32
8844,19259968,4,T2,T19
8845,19259968,4,T3,T20
8846,19259968,4,T4,T20
8847,19259968,4,T8,T22
8848,17355958,9,T24,T38
8849,17355958,9,T25,T38
8850,17355958,9,T18,T33
8851,17355958,9,T18,T34
8852,17355958,9,T19,T33
8853,17355958,9,T19,T34
8854,17355958,9,T20,T33
8855,17355958,9,T20,T34
8856,17355958,9,T23,T37
8857,17355958,9,T2,T26
8858,17355958,9,T3,T26
8859,17355958,9,T4,T26
8860,17355958,9,T10,T27
8861,16857832,10,T25,T30
8862,16857832,10,T25,T31
8863,16857832,10,T25,T32
8864,16857832,10,T25,T33
8865,16857832,11,T18,T30
8866,16857832,11,T18,T31
8867,16857832,11,T18,T32
8868,16857832,11,T18,T33
8869,8522988,9,T3,T12
8870,8522988,5,T6,T14
8871,8522988,5,T6,T15
8872,23550028,0,T5,T19
8873,23550028,0,T6,T21
8874,23550028,8,T1,T11
8875,23550028,0,T2,T12
8876,23220742,8,T10,T27
8877,23220742,8,T11,T27
8878,23220742,8,T2,T18
8879,23220742,8,T3,T18
8880,23220742,8,T2,T19
8881,23220742,8,T3,T19
8882,23220742,8,T2,T20
8883,23220742,8,T3,T20
8884,23220742,8,T6,T23
8885,23220742,6,T6,T24
8886,23416002,8,T7,T17
8887,23416002,8,T7,T18
8888,23416002,8,T8,T18
8889,23416002,8,T8,T17
8890,23416002,8,T5,T13
8891,23416002,8,T6,T13
8892,23416002,8,T3,T12
8893,23416002,8,T4,T12
8894,23416002,8,T3,T14
8895,23416002,8,T4,T14
8896,23394555,10,T11,T15
8897,23394555,10,T11,T18
8898,23394555,11,T2,T15
8899,23394555,11,T3,T15
8900,23394555,11,T2,T18
8901,23394555,11,T3,T18
8902,23394555,10,T6,T15
8903,23394555,10,T6,T18
8904,23394555,10,T7,T15
8905,23394555,10,T7,T18
8906,23394555,0,T12,T20
8907,15575422,8,T4,T9
8908,8384226,8,T10,T33
8909,8384226,8,T1,T12
8910,8384226,8,T8,T30
8911,8384226,8,T8,T31
8912,8384226,6,T8,T32
8913,8384226,8,T8,T11
8914,2891463,8,T2,T28
8915,2891463,8,T3,T28
8916,2891463,8,T4,T28
8917,16940412,5,T21,T35
8918,16940412,5,T22,T35
8919,16940412,5,T23,T35
8920,16940412,5,T10,T26
8921,16940412,5,T11,T26
8922,16940412,5,T15,T29
8923,16940412,5,T14,T29
8924,16940412,5,T20,T33
8925,16940412,5,T20,T34
8926,16940412,5,T6,T24
8927,16940412,9,T5,T24
8928,16940412,5,T4,T24
8929,17403555,4,T17,T56
8930,17403555,4,T16,T56
8931,10950934,8,T5,T10
8932,10950934,8,T5,T12
8933,10950934,11,T3,T15
8934,10950934,11,T3,T17
8935,10950934,11,T4,T18
8936,23274894,11,T4,T14
8937,12388748,9,T1,T9
8938,12388748,7,T5,T15
8939,12388748,7,T5,T14
8940,17664022,1,T10,T26
8941,17664022,1,T18,T30
8942,17664022,4,T16,T27
8943,17664022,1,T15,T27
8944,17664022,4,T17,T28
8945,17664022,1,T19,T28
8946,17664022,0,T8,T24
8947,17664022,1,T9,T24
8948,17664022,0,T2,T23
8949,17664022,0,T3,T23
8950,17664022,8,T5,T23
8951,19610651,5,T5,T16
8952,19610651,5,T5,T15
8953,19610651,8,T1,T10
8954,19610651,8,T1,T11
8955,15287725,5,T6,T10
8956,15287725,5,T7,T10
8957,15287725,5,T8,T31
8958,15287725,5,T9,T31
8959,15287725,9,T1,T11
8960,15287725,5,T2,T11
8961,15287725,9,T4,T10
8962,15287725,9,T4,T14
8963,15287725,5,T5,T29
8964,15287725,5,T3,T13
8965,15287725,5,T3,T15
8966,11501230,8,T14,T21
8967,11501230,8,T6,T17
8968,11501230,8,T7,T18
8969,11501230,8,T8,T18
8970,11501230,8,T9,T18
8971,11340119,0,T1,T21
8972,11340119,0,T3,T21
8973,11340119,0,T1,T10
8974,11340119,0,T3,T10
8975,23046524,8,T4,T11
8976,23046524,8,T4,T14
8977,23046524,8,T3,T15
8978,23046524,7,T1,T8
8979,23046524,0,T1,T8
8980,17335951,6,T22,T26
8981,17335951,6,T23,T34
8982,17335951,6,T21,T34
8983,17335951,6,T3,T27
8984,17335951,6,T5,T28
8985,17335951,6,T6,T28
8986,17335951,6,T7,T28
8987,19302827,7,T1,T18
8988,19302827,7,T16,T18
8989,19302827,7,T3,T19
8990,19302827,10,T2,T18
8991,12213059,0,T17,T31
8992,12213059,0,T1,T22
8993,12213059,5,T10,T24
8994,12213059,5,T10,T25
8995,12213059,0,T11,T27
8996,12213059,0,T11,T28
8997,12213059,0,T11,T29
8998,12213059,5,T11,T27
8999,12213059,5,T11,T28
9000,12213059,5,T11,T29
9001,12213059,0,T14,T27
9002,12213059,0,T14,T29
9003,12213059,0,T14,T28
9004,12213059,6,T14,T30
9005,12213059,6,T11,T30
9006,12213059,0,T15,T20
9007,12213059,0,T16,T20
9008,12213059,0,T2,T20
9009,12213059,0,T3,T20
9010,12213059,6,T15,T21
9011,12213059,6,T16,T21
9012,12213059,6,T2,T21
9013,12213059,6,T3,T21
9014,23540839,8,T2,T10
9015,23540839,5,T1,T10
9016,23540839,5,T1,T8
9017,23540839,5,T1,T9
9018,23540839,5,T1,T11
9019,23540839,5,T4,T13
9020,23540839,5,T5,T16
9021,23540839,5,T6,T18
9022,22818713,0,T3,T21
9023,22818713,8,T2,T21
9024,22818713,0,T4,T22
9025,22818713,8,T2,T22
9026,22818713,8,T5,T24
9027,22818713,8,T5,T25
9028,22818713,0,T6,T24
9029,22818713,0,T6,T25
9030,22818713,6,T1,T19
9031,22818713,7,T16,T19
9032,23449888,9,T2,T16
9033,23449888,9,T4,T22
9034,23449888,9,T5,T22
9035,17223709,10,T12,T40
9036,17223709,10,T12,T41
9037,23307557,9,T2,T10
9038,14654525,8,T7,T33
9039,14654525,8,T1,T21
9040,14654525,8,T1,T23
9041,14654525,8,T1,T24
9042,14654525,8,T1,T25
9043,14654525,8,T1,T28
9044,14654525,8,T1,T29
9045,14654525,8,T4,T31
9046,15465654,8,T1,T24
9047,15465654,8,T7,T24
9048,15465654,8,T9,T24
9049,15465654,8,T1,T26
9050,15465654,8,T7,T26
9051,15465654,8,T9,T26
9052,15465654,11,T17,T24
9053,15465654,11,T17,T26
9054,23643094,0,T11,T18
9055,23643094,0,T2,T13
9056,23643094,0,T10,T17
9057,23643094,0,T1,T12
9058,16751287,8,T3,T19
9059,9626023,10,T9,T30
9060,9626023,8,T1,T13
9061,9626023,8,T2,T13
9062,9626023,8,T5,T14
9063,9626023,8,T6,T14
9064,9626023,8,T3,T13
9065,9626023,8,T4,T13
9066,9626023,8,T3,T14
9067,9626023,8,T4,T14
9068,9626023,10,T7,T15
9069,9626023,10,T7,T16
9070,9626023,10,T8,T19
9071,23330542,4,T1,T6
9072,23567314,4,T18,T38
9073,23567314,0,T12,T36
9074,23567314,0,T12,T37
9075,23567314,7,T2,T26
9076,23333834,8,T5,T24
9077,23333834,8,T5,T25
9078,23333834,6,T5,T26
9079,23333834,5,T1,T15
9080,23333834,5,T1,T16
9081,23333834,5,T2,T15
9082,23333834,5,T3,T16
9083,23333834,8,T1,T17
9084,23333834,8,T1,T19
9085,23333834,8,T2,T17
9086,23333834,8,T3,T17
9087,23333834,8,T2,T19
9088,23333834,8,T3,T19
9089,23333834,5,T3,T15
9090,23333834,5,T2,T16
9091,10085232,5,T2,T8
9092,10085232,5,T2,T9
9093,10085232,11,T3,T10
9094,10085232,5,T5,T20
9095,23486447,11,T1,T10
9096,23486447,11,T2,T10
9097,23486447,11,T3,T10
9098,23486447,11,T4,T10
9099,23486447,11,T5,T10
9100,23486447,11,T6,T12
9101,23486447,11,T7,T12
9102,17254025,10,T4,T8
9103,17254025,10,T4,T9
9104,17254025,10,T5,T8
9105,17254025,10,T5,T9
9106,17254025,9,T1,T6
9107,23435367,10,T1,T10
9108,23435367,10,T1,T9
9109,23435367,10,T1,T11
9110,23435367,10,T2,T9
9111,23435367,10,T2,T10
9112,23435367,10,T2,T11
9113,23435367,7,T5,T19
9114,23435367,5,T5,T21
9115,23435367,10,T8,T24
9116,23435367,7,T7,T24
9117,23435367,10,T1,T9
9118,11246672,6,T13,T26
9119,11246672,6,T6,T24
9120,11246672,10,T7,T24
9121,11246672,6,T8,T25
9122,11246672,8,T1,T15
9123,12909199,4,T14,T22
9124,12909199,1,T15,T22
9125,12909199,5,T16,T23
9126,12909199,5,T16,T24
9127,15942707,6,T11,T44
9128,15942707,6,T11,T45
9129,15942707,6,T6,T26
9130,15942707,6,T6,T27
9131,15942707,6,T6,T28
9132,15942707,7,T6,T29
9133,15942707,6,T7,T30
9134,15942707,6,T7,T31
9135,15942707,6,T7,T32
9136,15942707,6,T8,T38
9137,15942707,6,T8,T39
9138,15942707,6,T8,T40
9139,12565907,11,T3,T10
9140,12565907,11,T5,T10
9141,12565907,10,T6,T11
9142,12565907,11,T3,T11
9143,12565907,11,T1,T10
9144,12565907,11,T2,T10
9145,12565907,11,T1,T11
9146,12565907,11,T2,T11
9147,12565907,10,T8,T10
9148,12565907,10,T8,T11
9149,16901636,8,T23,T30
9150,16901636,8,T22,T31
9151,16901636,8,T1,T29
9152,16901636,8,T8,T25
9153,23591590,5,T9,T29
9154,15985434,5,T25,T38
9155,15985434,11,T15,T26
9156,15985434,11,T16,T26
9157,15985434,11,T20,T26
9158,15985434,11,T15,T30
9159,15985434,11,T16,T30
9160,15985434,11,T20,T30
9161,15985434,8,T11,T31
9162,15985434,8,T12,T31
9163,15985434,8,T13,T31
9164,15985434,8,T11,T32
9165,15985434,8,T12,T32
9166,15985434,8,T13,T32
9167,15985434,5,T14,T33
9168,15985434,5,T17,T34
9169,15985434,5,T18,T34
9170,15985434,5,T19,T34
9171,15985434,5,T18,T35
9172,15985434,5,T19,T35
9173,15985434,5,T5,T27
9174,15985434,5,T22,T37
9175,15985434,5,T21,T37
9176,15985434,5,T23,T37
9177,22732443,4,T1,T3
9178,23549262,5,T6,T35
9179,23549262,5,T6,T36
9180,23549262,5,T6,T37
9181,23549262,5,T6,T38
9182,23549262,0,T6,T39
9183,23319591,9,T1,T17
9184,23603058,7,T12,T20
9185,23603058,7,T12,T21
9186,23603058,8,T2,T15
9187,23264447,11,T1,T5
9188,23264447,11,T2,T13
9189,23470629,11,T10,T15
9190,23470629,11,T10,T16
9191,23470629,11,T5,T13
9192,23470629,11,T6,T14
9193,23470629,11,T7,T14
9194,23470629,11,T8,T14
9195,23470629,11,T9,T14
9196,17203264,11,T8,T24
9197,17203264,11,T9,T24
9198,17203264,10,T10,T24
9199,17203264,11,T11,T24
9200,8415655,10,T2,T9
9201,8415655,10,T2,T10
9202,8415655,10,T2,T12
9203,8415655,10,T2,T8
9204,23418859,8,T6,T16
9205,23418859,8,T2,T11
9206,23418859,7,T9,T20
9207,23418859,7,T9,T21
9208,23418859,6,T9,T22
9209,23418859,6,T9,T23
9210,23461378,11,T3,T12
9211,23461378,11,T4,T13
9212,23461378,11,T5,T13
9213,23461378,11,T6,T13
9214,23461378,11,T1,T13
9215,23461378,11,T2,T13
